6,15,13,8,10
10,10,8,9,10
8,9,9,10,15
7,11,17,8,11
22,7,9,18,12
8,6,10,13,7
6,7,8,13,6
12,6,20,9,6
11,11,7,17,7
19,8,6,26,7
8,24,6,16,7
11,32,6,6,6
9,13,7,6,6
10,22,9,7,6
9,9,8,6,6
8,19,7,6,6
6,30,9,6,6
6,6,8,7,7
6,6,6,7,8
7,7,6,12,7
9,7,8,6,7
11,13,6,11,11
13,8,8,6,17
22,14,6,7,9
15,19,8,7,6
18,8,7,6,6
12,6,7,11,6
13,8,6,6,6
15,12,7,6,7
13,15,19,6,7
19,15,16,6,8
15,11,23,6,6
10,10,13,6,8
18,13,17,6,6
17,28,17,7,6
16,7,23,8,6
12,6,23,6,7
11,9,11,18,8
6,6,32,21,6
6,7,17,7,7
20,8,15,14,6
39,7,14,10,7
25,13,17,9,9
17,12,13,10,6
9,26,19,8,7
22,7,17,18,7
18,27,10,22,13
20,17,22,11,20
13,19,13,21,8
17,17,24,29,19
19,17,20,7,24
15,19,17,6,11
21,25,17,7,6
19,17,30,6,6
24,17,17,10,7
20,11,21,20,7
18,20,8,13,6
13,20,6,9,12
39,9,6,19,13
17,17,6,23,27
9,20,6,25,17
19,27,7,17,17
17,12,13,10,14
26,21,7,18,23
17,13,15,17,25
18,18,12,23,17
11,25,14,12,17
23,17,7,13,20
8,9,6,16,24
10,19,6,20,19
17,20,19,17,18
25,29,17,21,12
19,18,17,19,20
22,20,11,17,17
17,19,15,20,13
21,17,17,21,17
20,17,18,17,21
18,17,17,17,25
32,17,21,17,20
19,21,17,10,20
35,17,29,17,17
19,24,17,9,34
19,17,18,17,21
17,17,17,24,23
18,17,20,20,32
20,19,10,17,17
17,17,17,8,17
20,14,17,10,18
17,17,17,24,20
10,17,17,17,18
17,17,26,21,32
19,18,28,17,19
17,19,21,12,19
18,17,17,17,18
17,20,17,19,26
17,17,20,17,17
17,17,20,22,17
28,18,20,21,13
17,17,17,20,17
17,26,17,19,17
17,17,17,24,17
17,17,14,17,17
17,19,12,14,17
17,23,17,13,17
17,21,18,17,17
17,20,18,23,18
17,17,17,14,17
18,20,18,19,18
17,28,17,22,17
17,18,17,17,17
20,18,17,14,18
28,17,18,17,17
18,17,24,17,16
21,20,18,18,22
17,21,17,17,18
17,17,17,16,28
17,21,17,22,23
17,18,17,18,19
18,17,17,18,19
18,17,17,17,18
17,17,17,17,18
17,17,17,17,18
21,17,17,24,34
17,17,17,17,18
17,30,19,17,11
17,29,17,17,17
21,27,17,20,17
17,16,27,17,17
17,6,17,17,17
18,6,17,17,18
17,6,17,17,17
17,6,17,17,17
17,7,19,17,17
17,6,17,17,23
17,6,17,23,17
13,7,17,17,17
17,6,21,17,19
17,6,24,20,26
17,6,17,17,17
17,6,17,17,17
17,6,17,19,17
17,6,17,20,17
17,6,28,17,17
18,6,17,17,17
17,7,14,28,17
17,6,17,17,17
34,6,13,17,17
17,6,17,17,17
19,6,17,17,17
11,24,28,17,17
17,10,23,20,17
17,36,17,17,17
17,28,17,17,20
17,17,17,10,17
17,17,23,17,17
17,19,17,17,17
17,17,18,17,17
17,17,17,17,20
17,17,17,21,17
17,17,17,17,17
17,17,21,17,19
17,17,21,21,17
17,17,17,19,19
17,17,17,20,17
17,17,17,17,17
17,18,17,17,17
17,17,24,21,17
17,17,17,17,21
17,17,17,19,17
17,17,17,17,17
17,17,17,17,19
17,17,17,17,17
17,17,22,17,21
18,17,17,28,17
22,17,17,17,19
17,28,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
24,28,17,17,17
17,21,17,17,17
17,17,20,18,17
23,17,17,11,17
17,18,17,17,14
17,17,17,17,17
17,17,17,17,17
19,17,17,11,17
17,17,17,17,25
17,23,17,17,17
17,17,17,17,17
17,20,20,17,17
17,17,17,32,17
17,19,17,17,17
17,23,17,17,17
17,17,17,17,17
17,17,24,17,19
18,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,18,17
